axial_bin_id,angle_bin_id,axial_bin,angle_bin_deg,peak_inward_depth,mean_inward_depth,min_deviation,point_count
36,1,2.098183693388985,-172.94203399230872,0.020071362883892663,0.018581726710205332,-0.020071362883892663,4
35,1,1.8968432498815264,-172.93821558564312,0.029485412473084005,0.02526908974514001,-0.029485412473084005,6
34,1,1.65523575111344,-172.93334709529026,0.042207590567940656,0.03627165023068235,-0.042207590567940656,6
33,1,1.4136280619677348,-172.9282242645114,0.05597797776404767,0.049123810930045676,-0.05597797776404767,6
32,1,1.212288131439934,-172.92392540315905,0.06389128211551565,0.05909766255726431,-0.06389128211551565,4
31,1,1.0109473564969358,-172.91981974592875,0.07097156646607106,0.06579163942195333,-0.07097156646607106,6
30,1,0.7693378471210339,-172.91535319176145,0.07165232539772548,0.0676889835702713,-0.07165232539772548,6
29,1,0.5277254995569425,-172.91155050115844,0.06839793822635742,0.06244641676318322,-0.06839793822635742,6
28,1,0.32638089132272874,-172.90876846347322,0.058824124394183275,0.05425027546081354,-0.058824124394183275,4
27,1,0.12503593217376655,-172.90621226778094,0.050723543984463326,0.044691650619324196,-0.050723543984463326,6
26,1,-0.11657673182636336,-172.9030905791958,0.038894899351542,0.034335493381972705,-0.038894899351542,6
25,1,-0.31792088793384354,-172.9002656156304,0.02981379016291541,0.027894380315259898,-0.02981379016291541,4
24,1,-0.5192643931319286,-172.89726795404786,0.025789962023093804,0.023982238069958212,-0.025789962023093804,6
23,1,-0.7608759532080649,-172.89339933014966,0.0224952484190426,0.021796607104567028,-0.0224952484190426,6
22,1,-1.0024860315086894,-172.889340529572,0.02167472862201847,0.021482089696573264,-0.02167472862201847,6
21,1,-1.2038284027482598,-172.88586971522545,0.02213239572279857,0.021973375582158033,-0.02213239572279857,4
20,1,-1.4051706900270924,-172.88236365466864,0.02320202572239838,0.022790864867846556,-0.02320202572239838,6
19,1,-1.646781406888319,-172.8781306620348,0.024365400297976292,0.023879999904703835,-0.024365400297976292,6
18,1,-1.8481231762340036,-172.8745893640755,0.025104463058493676,0.02476690266817183,-0.025104463058493676,4
17,1,-2.0494649664411595,-172.8710719901119,0.026111012422081692,0.02557322938793098,-0.026111012422081692,6
16,1,-2.291075748948072,-172.86683269405776,0.026956549334619773,0.02640737843958807,-0.026956549334619773,6
15,1,-2.5326865767851388,-172.862640728346,0.027618205507014215,0.02706625597027799,-0.027618205507014215,6
14,1,-2.7340284701684614,-172.85914206071664,0.02794600272600456,0.02747198904040296,-0.02794600272600456,4
13,1,-2.935370403261876,-172.85568211903478,0.028257689440536082,0.027724101869203044,-0.028257689440536082,6
12,1,-3.1769813722966767,-172.8515320466648,0.028344089193635624,0.027834937497384138,-0.028344089193635624,6
11,1,-3.4185923982593676,-172.84743672714998,0.02832101876944837,0.027725491282346915,-0.02832101876944837,6
10,1,-3.6199349620138586,-172.8440564895155,0.02810073919024192,0.027471120207662153,-0.02810073919024192,4
9,1,-3.821276566975865,-172.84069465237715,0.027826221490142578,0.027056870690094936,-0.027826221490142578,6
8,1,-4.062887740380912,-172.8366894040142,0.02722990851012208,0.026375761071611697,-0.02722990851012208,6
7,1,-4.2642304219255704,-172.83337742829545,0.026423436996527827,0.025664596518336164,-0.026423436996527827,4
6,1,-4.465573137596719,-172.83011779840888,0.0257768629020807,0.024821664281477935,-0.0257768629020807,6
5,1,-4.707183431938572,-172.82620675908515,0.024660728469455884,0.023671872104664832,-0.024660728469455884,6
4,1,-4.948794760067296,-172.82234179416744,0.023393739221371668,0.0223914749803024,-0.023393739221371668,6
3,1,-5.150137553182077,-172.81914571134527,0.02200504938337,0.021248364451585067,-0.02200504938337,4
2,1,-5.3514803598830305,-172.815939908001,0.021029597109635367,0.020052128535544222,-0.021029597109635367,6
1,1,-5.593091070616025,-172.8121556285812,0.019516329099925178,0.018581356728541554,-0.019516329099925178,6
0,1,-5.834702116228184,-172.80835555974525,0.017977771239565565,0.017104148449227863,-0.017977771239565565,6
53,2,5.8431755366786104,-168.01748750540986,0.01896353022653452,0.017790186854960612,-0.01896353022653452,9
52,2,5.6015646479844525,-168.01309108707989,0.018160936561540386,0.01680430711409063,-0.018160936561540386,9
51,2,5.359954082459515,-168.00871824311037,0.01729339929010909,0.015775371900305077,-0.01729339929010909,9
50,2,5.1586113851273145,-168.00505947857485,0.01638015127121628,0.014901299523114494,-0.01638015127121628,6
49,2,4.957268687261436,-168.00142715697848,0.015754169335950197,0.014025904951602485,-0.015754169335950197,9
48,2,4.7156574535944,-167.99707133969844,0.014803432563303187,0.012992353111536866,-0.014803432563303187,9
47,2,4.474047228757293,-167.99273525702398,0.013856629306456925,0.011998061457933314,-0.013856629306456925,9
46,2,4.272704551602767,-167.98910359930477,0.012934324668215313,0.011213714038346126,-0.012934324668215313,6
45,2,4.071361887756025,-167.98549427813498,0.012341696393059043,0.010487950405617279,-0.012341696393059043,9
44,2,3.829750711098949,-167.9811718237446,0.011504711504589538,0.009704152459208217,-0.011504711504589538,9
43,2,3.6284090840075898,-167.9775598640566,0.01074777792931536,0.009138288361131194,-0.01074777792931536,6
42,2,3.4270664820126546,-167.97395645035348,0.010301467532324304,0.008681661692558585,-0.010301467532324304,9
41,2,3.1854554033609075,-167.96962521171443,0.009757759812041744,0.008323342838607892,-0.009757759812041744,9
40,2,2.94384440894595,-167.96529005818275,0.009535510646100698,0.008330131397067989,-0.009535510646100698,9
39,2,2.7425025308590882,-167.9616649331623,0.009967440826382568,0.008843709413335454,-0.009967440826382568,6
38,2,2.541160875767288,-167.95798011419214,0.011799881466868944,0.010322302968920054,-0.011799881466868944,9
37,2,2.2995507592645366,-167.9534506948575,0.01602869928730455,0.014129449910002954,-0.01602869928730455,9
36,2,2.0982095732647994,-167.9495378213358,0.021635087956590526,0.01980325136619489,-0.021635087956590526,6
35,2,1.896869462686559,-167.94538910934173,0.03437004971121871,0.02868902993920963,-0.03437004971121871,9
34,2,1.6552624659047257,-167.94006336060966,0.05134889012100019,0.04311401296531814,-0.05134889012100019,9
33,2,1.4136553335036721,-167.93442110655883,0.06961000665330797,0.05983726996101099,-0.06961000665330797,9
32,2,1.212315824990288,-167.92963023776795,0.08007937741855975,0.07277021939602239,-0.08007937741855975,6
31,2,1.0109753305690115,-167.92507393067248,0.08944621615685444,0.08143519718547831,-0.08944621615685444,9
30,2,0.7693659020503216,-167.92017989587214,0.09035357958307677,0.08388755402505435,-0.09035357958307677,9
29,2,0.5277533375341268,-167.9161198542644,0.08608749087016265,0.07709267739185859,-0.08608749087016265,9
28,2,0.32640838400974415,-167.91322802905984,0.07346095839673661,0.06645195045642623,-0.07346095839673661,6
27,2,0.12506300986276597,-167.9105856458807,0.06273489769570939,0.05398978719322489,-0.06273489769570939,9
26,2,-0.11655012937033166,-167.90737620006263,0.04696922424892436,0.04037516739187996,-0.04696922424892436,9
25,2,-0.31789461333337377,-167.90450182984523,0.03467253102674728,0.03176508708153788,-0.03467253102674728,6
24,2,-0.5192383631452586,-167.90135445856674,0.02906541549416819,0.026332258292666277,-0.02906541549416819,9
23,2,-0.7608501353346715,-167.89728756470117,0.02415221959684033,0.022961680455035795,-0.02415221959684033,9
22,2,-1.0024603674121484,-167.89300295275902,0.02221419800312785,0.021928714413934784,-0.02221419800312785,9
21,2,-1.2038028454240017,-167.88933492676836,0.022141626183532104,0.02199991541380188,-0.022141626183532104,6
20,2,-1.4051452315446098,-167.88560663130545,0.02293919965856428,0.02246834352496205,-0.02293919965856428,9
19,2,-1.646756065149466,-167.88113240730766,0.02380993143614396,0.023159497512893406,-0.02380993143614396,9
18,2,-1.8480979313444656,-167.8773891995769,0.02435359357770195,0.023714146061104297,-0.02435359357770195,6
17,2,-2.049439817156005,-167.87365826164756,0.02506286972254823,0.02418413140058166,-0.02506286972254823,9
16,2,-2.291050710960194,-167.86919913558904,0.025615792047568142,0.024615113429891533,-0.025615792047568142,9
15,2,-2.532661642760821,-167.86475728512033,0.025995098027887575,0.024882120466464888,-0.025995098027887575,9
14,2,-2.7340036152625715,-167.86105952620014,0.02614564338820935,0.0249779120491145,-0.02614564338820935,6
13,2,-2.935345617654011,-167.85739343178452,0.026213228424599833,0.02494526359873153,-0.026213228424599833,9
12,2,-3.176956656101041,-167.85300611870963,0.02619306181875458,0.024752741951722564,-0.02619306181875458,9
11,2,-3.4185677336883686,-167.84865261140828,0.0260046533066165,0.024392049357519582,-0.0260046533066165,9
10,2,-3.6199103260094354,-167.84505051342515,0.025628495546469288,0.023972712613617903,-0.025628495546469288,6
9,2,-3.821251944243611,-167.84146827353706,0.02527742593522475,0.023442101469666483,-0.02527742593522475,9
8,2,-4.062863114628066,-167.83718912312997,0.024605649923878148,0.022683004844331747,-0.024605649923878148,9
7,2,-4.2642057778543725,-167.83364003215485,0.023776536608814514,0.021959337757865977,-0.023776536608814514,6
6,2,-4.465548459396118,-167.83011914050158,0.02314415817818316,0.021157529231024947,-0.02314415817818316,9
5,2,-4.707158695060559,-167.82591065671534,0.022092767452998263,0.020119161206502686,-0.022092767452998263,9
4,2,-4.948769945799228,-167.82172349302195,0.020939588329601744,0.019016622439340807,-0.020939588329601744,9
3,2,-5.1501126620967055,-167.81824599298469,0.019711448281811705,0.018066692981311323,-0.019711448281811705,6
2,2,-5.351455381615244,-167.81477975584903,0.018864839895320396,0.01710345443257634,-0.018864839895320396,9
1,2,-5.593065977379281,-167.81063265162226,0.017574707952267676,0.015952471488137412,-0.017574707952267676,9
0,2,-5.834676899715578,-167.8064803343099,0.01628850786590874,0.014830965663096187,-0.01628850786590874,9
53,3,5.843202185566593,-163.02952113696836,0.016213127258634108,0.01522447473153223,-0.016213127258634108,6
52,3,5.601591246779229,-163.02483376181658,0.014917647782848986,0.013847092120319482,-0.014917647782848986,6
51,3,5.359980640076379,-163.02018453081646,0.013599084739028156,0.012464463212546887,-0.013599084739028156,6
50,3,5.158637916070816,-163.01632223954854,0.012289307672925576,0.01133116376667484,-0.012289307672925576,4
49,3,4.957295200496414,-163.01245174243067,0.011436539476809338,0.010238952120662578,-0.011436539476809338,6
48,3,4.7156839568205156,-163.0078332484592,0.010209717117426242,0.009002672979697165,-0.010209717117426242,6
47,3,4.474073735607235,-163.003217945149,0.009072447708218245,0.007876748125000296,-0.009072447708218245,6
46,3,4.2727310713768585,-162.9993785427963,0.008048218923988437,0.007037442833047469,-0.008048218923988437,4
45,3,4.0713884305060555,-162.9955686112751,0.0074413120001086686,0.006313703141734313,-0.0074413120001086686,6
44,3,3.8297772930642164,-162.9909651106775,0.006658553199777373,0.005599614268743169,-0.006658553199777373,6
43,3,3.6284357075470357,-162.98714253189144,0.006049549241545105,0.005147526402998537,-0.006049549241545105,4
42,3,3.4270931552996227,-162.98332850844864,0.00575155523815063,0.0048591945695082295,-0.00575155523815063,6
41,3,3.185482144887579,-162.97874892086907,0.005532029463093169,0.004770124806010671,-0.005532029463093169,6
40,3,2.9438712275873127,-162.97414600605572,0.00603933507679022,0.005138094583484946,-0.00603933507679022,6
39,3,2.742529420177784,-162.97030811697198,0.006917820291054144,0.006052643172384103,-0.006917820291054144,4
38,3,2.5411878434445043,-162.9664007273276,0.009711619512489444,0.008099334177821974,-0.009711619512489444,6
37,3,2.299577833944262,-162.96160327767856,0.015474323296936987,0.012925237854411742,-0.015474323296936987,6
36,3,2.098236751701013,-162.9574399438634,0.021704090635630502,0.019855363221819716,-0.021704090635630502,4
35,3,1.8968967620316244,-162.95306125724872,0.03580271982064143,0.030514496067388912,-0.03580271982064143,6
34,3,1.655289928414487,-162.94742362096224,0.05477979740797223,0.04766206761491878,-0.05477979740797223,6
33,3,1.413682964714378,-162.94140043559682,0.07513755179750081,0.06744396233959238,-0.07513755179750081,6
32,3,1.2123435808663707,-162.93628576677395,0.08680183909052308,0.08271397014066767,-0.08680183909052308,4
31,3,1.0110031725044548,-162.93136372409637,0.0972601022782078,0.09295261621405199,-0.0972601022782078,6
30,3,0.769393780574641,-162.92609482025242,0.09828765608551793,0.09589954741312538,-0.09828765608551793,6
29,3,0.527781174934931,-162.9217286625984,0.09361841544254468,0.0879754660162414,-0.09361841544254468,6
28,3,0.32643614132534055,-162.91868031416095,0.07965750406765193,0.07550127029073339,-0.07965750406765193,4
27,3,0.12509066252271714,-162.9159033760695,0.06776879049351858,0.06084038040184495,-0.06776879049351858,6
26,3,-0.11652260805445186,-162.91254741293199,0.05024356787575013,0.04473982165245988,-0.05024356787575013,6
25,3,-0.31786719471289854,-162.90953455254387,0.0364938944144263,0.034459231986672306,-0.0364938944144263,4
24,3,-0.5192110368471153,-162.9062377026302,0.030159231824011257,0.02783442490412939,-0.030159231824011257,6
23,3,-0.7608229104482747,-162.90197421413973,0.02447863779783699,0.023503228352165506,-0.02447863779783699,6
22,3,-1.0024332393136954,-162.8974754074246,0.022220135651540462,0.021846888515519098,-0.022220135651540462,6
21,3,-1.2037757983430541,-162.89364019022273,0.021717389274089616,0.02152279931574233,-0.021717389274089616,4
20,3,-1.4051182672122031,-162.88971731211166,0.021998619636244388,0.021640222881209425,-0.021998619636244388,6
19,3,-1.646729202240586,-162.8850144778359,0.022358002929810383,0.02191722862221031,-0.022358002929810383,6
18,3,-1.848071153778093,-162.88112379390253,0.02255400008250663,0.022120884341006813,-0.02255400008250663,4
17,3,-2.0494131238080957,-162.87721826244209,0.02273549112759332,0.022233062959089295,-0.02273549112759332,6
16,3,-2.2910241146598564,-162.87253796375896,0.02277228043353874,0.02223580806595321,-0.02277228043353874,6
15,3,-2.5326351365570146,-162.86788475222286,0.02274134719101295,0.022086425753133892,-0.02274134719101295,6
14,3,-2.733977177148282,-162.86403383984182,0.02256609989412417,0.021852656518688257,-0.02256609989412417,4
13,3,-2.935319238462688,-162.86018988716526,0.022367717840875212,0.02151705799513474,-0.022367717840875212,6
12,3,-3.1769303351246463,-162.85561009102375,0.02195537771869882,0.02100159477340306,-0.02195537771869882,6
11,3,-3.418541454558405,-162.85103456117406,0.02141487200433978,0.020374188429533552,-0.02141487200433978,6
10,3,-3.6198840688536427,-162.8472386002431,0.020761999463382197,0.01977914503660949,-0.020761999463382197,4
9,3,-3.8212256954533026,-162.84347412889502,0.02027239989794616,0.01912444723714531,-0.02027239989794616,6
8,3,-4.062836858848995,-162.8389535744816,0.019469517513154067,0.018282297089371236,-0.019469517513154067,6
7,3,-4.264179502125911,-162.8351935239375,0.018600426458839858,0.017545754615286985,-0.018600426458839858,4
6,3,-4.465522150027699,-162.8314655617668,0.017993375187542404,0.016787414988727416,-0.017993375187542404,6
5,3,-4.707132329358469,-162.82697039644822,0.017058475226785053,0.015867829007102856,-0.017058475226785053,6
4,3,-4.9487435076347195,-162.82250294379608,0.01610900944687621,0.014954336859007766,-0.01610900944687621,6
3,3,-5.150086152830321,-162.81878351024517,0.015167096483413078,0.014209872165450416,-0.015167096483413078,4
2,3,-5.351428792043521,-162.81505322392135,0.014552472320711773,0.013494669388403288,-0.014552472320711773,6
1,3,-5.593039282905925,-162.8105899549238,0.013662470405237825,0.012683813484299497,-0.013662470405237825,6
0,3,-5.8346500933427485,-162.80611060771636,0.012827542972946304,0.011940388973180652,-0.012827542972946304,6
53,4,5.843230552467229,-158.04121776130546,0.014027134427661014,0.012327586485844236,-0.014027134427661014,9
52,4,5.601619609902356,-158.03629969328372,0.012461051449516591,0.010679639620518286,-0.012461051449516591,9
51,4,5.3600090041289645,-158.03140959590124,0.010894961324602548,0.009052204982690782,-0.010894961324602548,9
50,4,5.158666284697155,-158.02732288937202,0.009367139691352278,0.007739066352286328,-0.009367139691352278,6
49,4,4.9573235773368305,-158.0232801032531,0.008390565512914727,0.006496578252924181,-0.008390565512914727,9
48,4,4.715712348295221,-158.01842596300048,0.007011732387068426,0.005119034624241829,-0.007011732387068426,9
47,4,4.474102146798684,-158.01359102741714,0.005767966157460336,0.0039002232136717088,-0.005767966157460336,9
46,4,4.272759502538132,-158.00958424970625,0.00468711933155308,0.0030211383020382807,-0.00468711933155308,6
45,4,4.071416885168377,-158.00557210834194,0.004071152849306925,0.002296337249300056,-0.004071152849306925,9
44,4,3.829805779268017,-158.00076981928962,0.0033170866352155715,0.0016277924140789299,-0.0033170866352155715,9
43,4,3.628464222485174,-157.99676017089544,0.0027872821244340207,0.0013123605663009814,-0.0027872821244340207,6
42,4,3.427121700410555,-157.99276997645177,0.0025696055408588325,0.0011862060480139923,-0.0025696055408588325,9
41,4,3.185510726131825,-157.98796584165905,0.0026445959177563427,0.001231333805568095,-0.0026445959177563427,9
40,4,2.9438998404641605,-157.98315106534508,0.003404507221837827,0.0017596772696987352,-0.003404507221837827,9
39,4,2.742558049926478,-157.97913298524864,0.004496459714772749,0.0029129638449522286,-0.004496459714772749,6
38,4,2.5412164692266783,-157.97507000589073,0.007724513805208777,0.005270414493171264,-0.007724513805208777,9
37,4,2.2996064086327244,-157.97009020854588,0.014131197892642833,0.010602789504434015,-0.014131197892642833,9
36,4,2.0982652255950933,-157.965782814339,0.020954680352498367,0.018111152242043793,-0.020954680352498367,6
35,4,1.8969250597353222,-157.9612699723826,0.03575464471275913,0.029544478861002175,-0.03575464471275913,9
34,4,1.655317925370131,-157.95547484114113,0.05533045740131781,0.04784274631468951,-0.05533045740131781,9
33,4,1.4137106039446092,-157.9493238825317,0.07631176188666433,0.06889362878359873,-0.07631176188666433,9
32,4,1.212370942495294,-157.94406619217742,0.08847110397818192,0.0851334780175585,-0.08847110397818192,6
31,4,1.0110303521379942,-157.93896636888942,0.09942985796394999,0.0960423573212106,-0.09942985796394999,9
30,4,0.7694209217634204,-157.9334427345898,0.10052462235637716,0.09925172628136048,-0.10052462235637716,9
29,4,0.5278084867361461,-157.92877675663084,0.09573929120816727,0.09095642762893935,-0.09573929120816727,9
28,4,0.32646370637639005,-157.92545118702557,0.08127508999864719,0.0778197387179483,-0.08127508999864719,6
27,4,0.12511851794801473,-157.9224341075684,0.06893108428061778,0.06234138214995463,-0.06893108428061778,9
26,4,-0.11649444142264362,-157.9187954467802,0.0508685808075523,0.0452970815064747,-0.0508685808075523,9
25,4,-0.31783883757829895,-157.9155736540259,0.03670261640563155,0.034363865652332536,-0.03670261640563155,6
24,4,-0.519182568182734,-157.91209468936216,0.030154763644582694,0.02724983110155958,-0.030154763644582694,9
23,4,-0.7607943864503012,-157.90762458379226,0.02424033884329957,0.022490892864908303,-0.02424033884329957,9
22,4,-1.0024047196855561,-157.902911844089,0.021640553749925462,0.020514398151354845,-0.021640553749925462,9
21,4,-1.2037473073724094,-157.89889994759668,0.02082149958188584,0.01995780967306604,-0.02082149958188584,6
20,4,-1.4050898169279762,-157.8948371279585,0.020757947012241873,0.019849006498307478,-0.020757947012241873,9
19,4,-1.646700805943771,-157.8899346247866,0.020838854033092602,0.01984657625708365,-0.020838854033092602,9
18,4,-1.848042802991225,-157.88586780141523,0.020849703904582295,0.019809276818191408,-0.020849703904582295,6
17,4,-2.049384816808994,-157.88180432435863,0.020826116571921793,0.019675407168340153,-0.020826116571921793,9
16,4,-2.2909958565157553,-157.8769526744658,0.0206688165383353,0.01938226222296433,-0.0206688165383353,9
15,4,-2.5326069213315985,-157.87211437069038,0.020362510000860756,0.01894485897069229,-0.020362510000860756,9
14,4,-2.7339489924622753,-157.86813348066258,0.01991702390288086,0.01848346976620117,-0.01991702390288086,6
13,4,-2.935291078044074,-157.864125453223,0.01955082372235628,0.017937901337547357,-0.01955082372235628,9
12,4,-3.1769021955832693,-157.85935672743233,0.018909164007456236,0.017199218519366875,-0.018909164007456236,9
11,4,-3.418513326127508,-157.85459387337335,0.018175143660366433,0.01638597258430964,-0.018175143660366433,9
10,4,-3.619855941901109,-157.85063787909147,0.017370544450571068,0.015668578953802786,-0.017370544450571068,6
9,4,-3.8211975620624994,-157.8467053504317,0.016804754655922127,0.014926913100847582,-0.016804754655922127,9
8,4,-4.06280870826238,-157.8419791805935,0.015927694602565823,0.01402536396722498,-0.015927694602565823,9
7,4,-4.264151329496426,-157.8380458221994,0.015036107185988579,0.01327795599328524,-0.015036107185988579,6
6,4,-4.465493947870219,-157.83411992200325,0.014442452744484968,0.012547574166115467,-0.014442452744484968,9
5,4,-4.707104083938078,-157.82941854308496,0.013568880828222607,0.011706261474692658,-0.013568880828222607,9
4,4,-4.948715210552205,-157.8247187375676,0.012731355262594835,0.010919876702137565,-0.012731355262594835,9
